"Task_ID","Task_Name","Assignee","Status","Start_Date","Due_Date","Esfuerzo_Aproximado","Time_Estimate","Time_Logged","Año","Q ","Mes","Lists"
"865cc3rfm","PWA - E1: Cerrar sesión. Despliegue correcciones C1","1","COMPLETADO","45055","45055","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865cc3rkz","PWA-E1: Cerrar sesión. Despliegue correcciones C2","2","COMPLETADO","45055","45055","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865cc4cw3","PWA - E1: HOME: Despliegue correcciones C2","1","COMPLETADO","45068","45068","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865cc9bhc","SP7: HU-PM1223. Despliegue en ambiente  QA","1","COMPLETADO","45068","45082","0.98","2h","0.67","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc9bkn","SP7: HU-PM1223. Despliegue a DEV","1","COMPLETADO","45068","45082","1.14","","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc9c31","SP7: HU-PM1223. Notificación Despliegue a QA","2","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc9c57","SP7: HU-PM1223. Despliegue correcciones C1","2","COMPLETADO","45068","45082","0.97","2h","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc9cjh","SP7: HU-PM1223. Notificación Despliegue correcciones C1","1","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cc9e8b","SP7: HU-PA0623. Notificación despliegue a QA","1","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cccy4r","Refinamiento entregable 3","1","COMPLETADO","45063","45063","1","1h","1","2023","2-23","5","Gestión de Producto"
"865cccyka","Ideación Entregable - Lista de planes Web","1","COMPLETADO","45062","45077","1.7","16h","15.67","2023","2-23","5","Gestión de Producto"
"865cccypm","SD Entregable 4 - Lista de planes Mobile","1","COMPLETADO","45131","45138","1.52","16h","12","2023","2-23","7","Gestión de Producto"
"865cccyt2","Ideación Entregable - Adquirir plan HD Web","1","COMPLETADO","45062","45077","1.96","21h","21.15","2023","2-23","5","Gestión de Producto"
"865ccmddw","MSR - Generar build para producción","1","COMPLETADO","45064","45064","1","1h","1","2023","2-23","5","Gestión de Pase a Producción"
"865ccnw04","SP7: HU-PA1223. Implementacion backend","2","COMPLETADO","45068","45082","1.13","","3.75","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865ccp49z","SP6: PWA0223- Despliegue a QA - C2","1","COMPLETADO","45064","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865ccpvf0","PWA - E1: Recuperar Contraseña - Ejecución de Pruebas Ciclo 4","1","COMPLETADO","45075","45075","1.12","","3.5","2023","2-23","5","Gestión de QA"
"865ccpvg6","PWA - E1: Recuperar contraseña: Despliegue correcciones C3","1","COMPLETADO","45069","45069","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"863gtft70","SP7: HU-PA1023 - Implementacion de proceso bash para actualizar nueva tabla de subscripcion operadora","1","COMPLETADO","45068","45082","1.45","","10.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cczqrx","PWA - E1: Certificación con PO - (Recuperar contraseña)","1","COMPLETADO","45083","45083","0.98","30m","0.5","2023","2-23","6","Gestión de QA"
"865cczuv9","PWA - E2 - AGREGAR FAMILIAR - Análisis y diseño de casos de pruebas","1","COMPLETADO","45078","45082","1.34","","8.15","2023","2-23","5","Gestión de QA"
"865cczuvt","PWA - E2 - AGREGAR FAMILIAR - Ejecución de pruebas C1","2","COMPLETADO","45082","45084","1.77","","17.25","2023","2-23","5","Gestión de QA"
"865cczuvu","PWA - E2 - AGREGAR FAMILIAR - Ejecución de pruebas C2","1","COMPLETADO","45089","45091","1.64","","14.5","2023","2-23","6","Gestión de QA"
"865cczuvw","PWA - E2 - AGREGAR FAMILIAR - Ejecución de pruebas C3","1","COMPLETADO","45097","45100","1.48","","11","2023","2-23","6","Gestión de QA"
"865cczux3","PWA - E2 - AGREGAR FAMILIAR - Certificación con PO","1","COMPLETADO","45106","45106","1","","1","2023","2-23","6","Gestión de QA"
"865cd86h8","PWA - E3. Estimación","1","COMPLETADO","","","1.02","","1.5","2023","2-23","5","Gestión de Desarrollo"
"865cd86pc","PWA - E3. Integación continua","1","COMPLETADO","","","1.74","","16.5","2023","2-23","5","Gestión de Desarrollo"
"865cdc44u","SP6: HU-PWA0223 - Ejecución de pruebas C3","1","COMPLETADO","45068","45068","1.05","","2","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdc45g","SP7: HU-PWA0223 - Preparación de data para certificación","1","COMPLETADO","45078","45078","1.07","","2.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdc45y","SP7: HU-PWA0223 - Certificación con PO","1","COMPLETADO","45068","45083","1","","1","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdc9kf","SP7: HU-PA1023 - Implementación backend - parte 2","1","COMPLETADO","45068","45082","1.14","","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdca5t","SP7: HU-PM1223 Análisis y diseño de casos de pruebas","1","COMPLETADO","45075","45076","1.19","","5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdca6w","SP7: HU-PM1223 Ejecución de pruebas C1","1","COMPLETADO","45076","45077","1.17","","4.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdca73","SP7: HU-PM1223 Ejecución de pruebas C2","1","COMPLETADO","45079","45079","1.12","","3.5","2023","2-23","6","Sprint 7: 22/05 al 05/06"
"865cdca7r","SP7: HU-PM1223 Preparación de data para certificación","1","POR HACER","45096","45096","1.05","2h","2","2023","2-23","6","Sprint 7: 22/05 al 05/06"
"865cdca8q","SP7: HU-PM1223 Certificación con PO","1","POR HACER","45068","45082","0.98","30m","0.5","2023","2-23","","Sprint 7: 22/05 al 05/06"
"865cdcab9","SP7: HU-PWA0223 - Ejecución de pruebas C4","1","COMPLETADO","45071","45071","0.98","","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdcad6","SP7: HU-PO0223 - Implementación backend","1","COMPLETADO","45068","45082","1.31","","7.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdcadb","SP7: HU-PO0223 - Implementación front end","1","COMPLETADO","45068","45082","1.01","","1.15","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdcaht","SP7: HU-PO0223 - Notificación a QA del despliegue","1","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdcary","SP7: HU-PA0623 Análisis y diseño de casos de pruebas","1","COMPLETADO","45068","45082","1.14","4h","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdcav7","SP7: HU-PA0623 Ejecución de pruebas C1","1","COMPLETADO","45068","45082","1.14","4h","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdjth6","SP7: HU-PA0123. Ajustes frontend","1","COMPLETADO","45068","45082","1.44","24h","10.15","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdneyx","Revision Entregable 3","1","COMPLETADO","45069","45069","1","1h","1","2023","2-23","5","Gestión de Producto"
"865cdv6hx","SP7: HU-PWA0223 - Notificación despliegue de correcciones C3","1","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdv709","SP7: HU-PA0623 Preparación de data para certificación","1","COMPLETADO","45068","45082","1","1h","1","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdv71m","SP7: HU-PA0623 Certificación con PO","1","COMPLETADO","45068","45082","0.98","30m","0.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdv7hq","SP7: HU-PA1223. Notificación de despliegue a QA","1","COMPLETADO","45068","45082","0.97","","0.33","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdv7rx","SP7: HU-PM0723. Despliegue corrección revisión 1","1","COMPLETADO","45068","45082","0.97","2h","0.37","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdv7t4","SP8: HU-PO0323 Implementación frontend","1","COMPLETADO","45086","45099","2.76","","38","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cdv7up","SP8: HU-PO0323 Backend -Despliegue ambiente QA","1","COMPLETADO","45086","45099","0.96","","0.08","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"863guhvmu","SP7: HU-PA1223 Análisis y diseño de casos de pruebas","1","COMPLETADO","45068","45082","1.14","4h","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"863guhvy5","SP7: HU-PA1223 Ejecución de pruebas C1","1","COMPLETADO","45068","45082","1.19","5h","5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cdvgac","PWA - E3 - PERFIL: Maquetación (Web y Móvil)","1","COMPLETADO","45071","45076","1.71","16h","16","2023","2-23","5","Gestión de Desarrollo"
"865cdvgg2","PWA - E3 - PERFIL: Implementación (Web y Móvil) y pruebas","1","COMPLETADO","45077","45085","2.29","28h","28","2023","2-23","6","Gestión de Desarrollo"
"865cdw8pt","PWA - E3 - PERFIL: Soporte y ajustes backend","1","COMPLETADO","45071","45089","1","3h","1","2023","2-23","6","Gestión de Desarrollo"
"865cdwct0","PWA - E3  - PERFIL: Despliegue a QA","1","COMPLETADO","45086","45089","1.1","30m","3","2023","2-23","6","Gestión de Desarrollo"
"865cdwcty","PWA - E3  - PERFIL: Notificación Despliegue a QA","1","COMPLETADO","45091","45091","0.97","","0.33","2023","2-23","6","Gestión de Desarrollo"
"865cdwczh","PWA - E3  - PERFIL: Despliegue correcciones C1","1","COMPLETADO","45093","45096","0.98","","0.5","2023","2-23","6","Gestión de Desarrollo"
"865cdwd13","PWA - E3  - PERFIL: Notificación Despliegue correcciones C1","1","COMPLETADO","45096","45096","0.97","","0.33","2023","2-23","6","Gestión de Desarrollo"
"865cdwd2m","PWA - E3  - PERFIL: Despliegue correcciones C2","1","COMPLETADO","45098","45099","0.98","","0.5","2023","2-23","6","Gestión de Desarrollo"
"865cdwd3c","PWA - E3  - PERFIL: Notificación Despliegue correcciones C2","2","COMPLETADO","45099","45099","0.97","","0.33","2023","2-23","6","Gestión de Desarrollo"
"865ce578z","PWA - E2. HABLA CON UN MEDICO. Despliegue QA","1","COMPLETADO","45131","45131","1.1","30h","3","2023","3-23","7","Gestión de Desarrollo"
"865ce57de","PWA - E2. HABLA CON UN MEDICO. Despliegue correcciones C1","1","COMPLETADO","45141","45144","0.99","30m","0.7","2023","3-23","8","Gestión de Desarrollo"
"865ce57gp","PWA - E2. HABLA CON UN MEDICO. Despliegue correcciones C2","1","COMPLETADO","45168","45168","1","30m","1.08","2023","3-23","8","Gestión de Desarrollo"
"865ce9py8","PWA - E3  - MEMBRESIA: Maquetación (Web y Móvil)","1","COMPLETADO","45090","45103","2.1","24h","24","2023","2-23","6","Gestión de Desarrollo"
"865ce9qdf","PWA - E3  - MEMBRESIA: Implementación y pruebas","1","COMPLETADO","45104","45110","1.9","20h","20","2023","2-23","6","Gestión de Desarrollo"
"865ce9qjn","PWA - E3  - MEMBRESIA: Soporte y ajustes backend","1","COMPLETADO","45090","45110","1.17","3h","4.5","2023","2-23","7","Gestión de Desarrollo"
"865ce9r0w","PWA - E3  - ONBOARDING: Maquetación (Web y Móvil)","1","COMPLETADO","45121","45127","1.81","18h","18","2023","3-23","7","Gestión de Desarrollo"
"865ce9r4p","PWA - E3  - ONBOARDING: Implementación (Web y Móvil) y pruebas","2","COMPLETADO","45127","45132","1.71","16h","16","2023","3-23","7","Gestión de Desarrollo"
"865ce9rck","PWA - E3  - ONBOARDING: Soporte y ajustes","1","COMPLETADO","45113","45132","1.15","3h","4.25","2023","3-23","7","Gestión de Desarrollo"
"865ce9ux1","PWA - E3  - MEMBRESIA: Despliegue a QA","1","COMPLETADO","45111","45111","0.98","30m","0.5","2023","3-23","7","Gestión de Desarrollo"
"865ce9v7d","PWA - E3  - MEMBRESIA: Despliegue correcciones C1","1","COMPLETADO","45117","45119","0.98","30m","0.5","2023","3-23","7","Gestión de Desarrollo"
"865ce9vbd","PWA - E3  - MEMBRESIA: Despliegue correcciones C2","1","COMPLETADO","45121","45124","0.96","30m","0.15","2023","3-23","7","Gestión de Desarrollo"
"865ce9vgx","PWA - E3  - ONBOARDING: Despliegue correcciones C1","1","COMPLETADO","45138","45139","0.98","","0.5","2023","3-23","","Gestión de Desarrollo"
"865ce9vhb","PWA - E3  - ONBOARDING: Despliegue correcciones C2","1","COMPLETADO","45141","45141","0.98","","0.5","2023","3-23","","Gestión de Desarrollo"
"865cebpg5","SP7: HU-PM0323 Analisis y diseño de casos de pruebas","2","COMPLETADO","45070","45071","1.33","","8","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cebpgy","SP7: HU-PM0323 Revisión 1 por QA","1","COMPLETADO","45071","45078","1.7","","15.8","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cebpmu","SP7: HU-PM0723 Análisis y diseño de casos de pruebas","1","COMPLETADO","45068","45082","1.14","4h","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cebpn4","SP7: HU-PM0723 Revisión 1 por QA","1","COMPLETADO","45068","45082","1.14","4h","4","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cendtn","PWA - E3 - PERFIL - Análisis y diseño de casos de pruebas","1","COMPLETADO","45091","45091","1.33","8h","8","2023","2-23","6","Gestión de QA"
"865cendw5","PWA - E3 - PERFIL- Ejecución de pruebas C1","2","COMPLETADO","45092","45092","1.33","8h","8","2023","2-23","6","Gestión de QA"
"865cendwr","PWA - E3 - PERFIL- Ejecución de pruebas C2","2","COMPLETADO","45097","45097","1.36","8h 30m","8.5","2023","2-23","6","Gestión de QA"
"865cendyw","PWA - E3 - PERFIL- Ejecución de pruebas C3","1","COMPLETADO","45100","45100","1.29","7h","7","2023","2-23","6","Gestión de QA"
"865cenhgh","PWA - E2 - HISTORIAL DE CONSULTAS - Análisis y diseño de casos de pruebas","1","COMPLETADO","45085","45092","1.62","","14","2023","2-23","6","Gestión de QA"
"865cenhre","PWA - E2 - HISTORIAL DE CONSULTAS - Ejecución de pruebas C1","2","COMPLETADO","45103","45107","2.01","","22.15","2023","2-23","6","Gestión de QA"
"865cenj54","PWA - E2 - HISTORIAL DE CONSULTAS - Ejecución de pruebas C2","2","COMPLETADO","45119","45124","1.74","","16.5","2023","3-23","7","Gestión de QA"
"865cenjcy","PWA - E2 - HISTORIAL DE CONSULTAS - Ejecución de pruebas C3","2","COMPLETADO","45125","45127","1.52","","12","2023","3-23","7","Gestión de QA"
"865cenq8k","PWA - E2 - HABLA CON UN MEDICO - Análisis y diseño de casos de pruebas","2","COMPLETADO","45122","45134","2.38","","30","2023","3-23","7","Gestión de QA"
"865cenqhj","PWA - E2 - HABLA CON UN MEDICO - Ejecución de pruebas C1","2","COMPLETADO","45139","45145","2.32","","28.8","2023","3-23","7","Gestión de QA"
"865cenqtc","PWA - E2 - HABLA CON UN MEDICO - Ejecución de pruebas C2","2","COMPLETADO","45155","45160","1.86","","19.05","2023","3-23","8","Gestión de QA"
"865cenr2u","PWA - E2 - HABLA CON UN MEDICO - Ejecución de pruebas C3","2","COMPLETADO","45173","45176","1.86","","19","2023","3-23","9","Gestión de QA"
"863gvkz7v","SP8: HU-PA1023 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45086","45099","1.31","7h 30m","7.5","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"863gvkz8b","SP8: HU-PA1023 - Ejecución de Pruebas C1","2","COMPLETADO","45086","45099","1.14","4h","4","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"863gvkz8h","SP8: HU-PA1023 - Ejecución de Pruebas C2","2","COMPLETADO","45086","45099","1","1h","1","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"863gvkzc9","SP8: HU-PA1023 - Notificación despliegue - Correcciones C1","2","COMPLETADO","45086","45099","0.97","","0.33","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"863gvmr2m","PWA - E2 - Preparación de data para certificación (Agregar familiar)","1","COMPLETADO","45105","45105","1.02","","1.5","2023","2-23","6","Gestión de QA"
"863gvmrca","PWA - E2 - HISTORIAL DE CONSULTAS - Certificación con PO","1","COMPLETADO","45146","45146","1","","1","2023","3-23","8","Gestión de QA"
"863gvmrdb","PWA - E2 - Preparación de data para certificación (Historial de Consultas)","2","COMPLETADO","45142","45142","1","","1","2023","3-23","8","Gestión de QA"
"863gvmrjm","PWA - E2 - Preparación de data para certificación (Habla con un médico)","2","COMPLETADO","45194","45194","1","","1","2023","3-23","9","Gestión de QA"
"863gvmtvj","PWA - E3 - PERFIL- Preparación de data para certificación","2","COMPLETADO","45103","45103","1.05","2h","2","2023","2-23","6","Gestión de QA"
"863gvmtvt","PWA - E3 - PERFIL- Certificación con PO","1","COMPLETADO","45104","45105","1","1h","1","2023","2-23","6","Gestión de QA"
"863gvx6uh","PWA - E2 - HABLA CON UN MEDICO - Certificación con PO","1","COMPLETADO","45195","45195","1.02","","1.5","2023","3-23","9","Gestión de QA"
"865cezz6n","BP-TDC: Android - Generación de build para producción","1","COMPLETADO","45076","45076","0.98","","0.5","2023","2-23","5","Gestión de Pase a Producción"
"865cezzh3","BP-TDC: iOS - Generar build para producción","1","COMPLETADO","45077","45077","1","","1","2023","2-23","5","Gestión de Pase a Producción"
"865cf4eqa","BP-TDC: Android - Pruebas de build en producción","1","COMPLETADO","45077","45077","0.96","","0.15","2023","2-23","5","Gestión de Pase a Producción"
"865cf4etd","BP-TDC: iOS- Pruebas de build en producción","2","COMPLETADO","45077","45077","0.96","","0.15","2023","2-23","5","Gestión de Pase a Producción"
"865cf52mq","SD Entregable 4 - Botones de pago Web","1","COMPLETADO","45085","45089","1.1","16h","3","2023","2-23","6","Gestión de Producto"
"863gw7cy3","PWA - E3  - MEMBRESIA - Análisis y diseño de casos de pruebas","1","COMPLETADO","45110","45111","1.31","7h 30m","7.5","2023","3-23","7","Gestión de QA"
"863gw7d27","PWA - E3  - MEMBRESIA - Ejecución de pruebas C1","3","COMPLETADO","45113","45114","1.38","9h","9","2023","3-23","7","Gestión de QA"
"863gw7d2m","PWA - E3  - MEMBRESIA - Ejecución de pruebas C2","1","COMPLETADO","45120","45120","1.24","6h","6","2023","3-23","7","Gestión de QA"
"863gw7d34","PWA - E3  - MEMBRESIA - Ejecución de pruebas C3","1","COMPLETADO","45125","45125","1.14","4h","4","2023","3-23","7","Gestión de QA"
"863gw7df7","PWA - E3  - MEMBRESIA - Preparación de data para certificación","1","COMPLETADO","45127","45127","1.05","2h","2","2023","3-23","8","Gestión de QA"
"863gw7djy","PWA - E3  - MEMBRESIA - Certificación con PO","1","COMPLETADO","45127","45128","1","1h","1","2023","3-23","8","Gestión de QA"
"863gw7duk","PWA - E3  - ONBOARDING - Análisis y diseño de casos de pruebas","1","COMPLETADO","45132","45132","1.05","2h","2","2023","3-23","7","Gestión de QA"
"863gw7e00","PWA - E3  - ONBOARDING - Ejecución de pruebas C1","1","COMPLETADO","45134","45135","1.14","4h","4","2023","3-23","7","Gestión de QA"
"863gw7e06","PWA - E3  - ONBOARDING - Ejecución de pruebas C2","3","COMPLETADO","45140","45140","1.1","3h","3","2023","3-23","8","Gestión de QA"
"863gw7e0g","PWA - E3  - ONBOARDING - Ejecución de pruebas C3","1","COMPLETADO","45142","45142","1.12","3h 30m","3.5","2023","3-23","8","Gestión de QA"
"865cf6qq1","SP7: HU-PM1223. Frontend. Inclusión de membresía desde el buscador","1","COMPLETADO","","","1.1","","3","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cf72hd","SP7: HU-PM0723 Revisión 2 por QA","2","COMPLETADO","45077","45082","1.07","2h 30m","2.5","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"865cfgd5w","SP7 :HU-PA0623. Alineación de botón y tabla","2","COMPLETADO","45077","45077","0.98","2h","0.67","2023","2-23","5","Sprint 7: 22/05 al 05/06"
"863gx09vr","SP7: HU-PO0223 Análisis y diseño de casos de pruebas","2","COMPLETADO","45075","45082","1","1h","1","2023","2-23","6","Sprint 7: 22/05 al 05/06"
"863gx09wt","SP7: HU-PO0223 Ejecución de pruebas C1","1","COMPLETADO","45075","45082","1","1h","1","2023","2-23","6","Sprint 7: 22/05 al 05/06"
"863gx09zb","SP7: HU-PO0223 Preparación de data para certificación","1","COMPLETADO","45075","45082","0.98","30m","0.5","2023","2-23","6","Sprint 7: 22/05 al 05/06"
"863gx09zr","SP7: HU-PO0223 Certificación con PO","1","COMPLETADO","45075","45082","0.98","30m","0.5","2023","2-23","6","Sprint 7: 22/05 al 05/06"
"865cg17zh","BP-TDC: Revisión de QA en producción - Android","2","COMPLETADO","45090","45090","1.12","3h 30m","3.5","2023","2-23","6","Gestión de Pase a Producción"
"865cg17zx","BP-TDC: Revisión de QA en producción - iOS","2","COMPLETADO","45090","45090","1.12","3h 30m","3.5","2023","2-23","6","Gestión de Pase a Producción"
"865cg9c17","SP8: HU-PM1223 Preparación de data para certificación","2","COMPLETADO","45089","45089","1.1","","3","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cg9c18","SP8: HU-PM1223 Certificación con PO","2","COMPLETADO","45096","45096","0.99","","0.75","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cg9c5p","Prototipado - Lista de planes Web","1","COMPLETADO","45081","45100","1.14","16h","4","2023","2-23","6","Gestión de Producto"
"865cgv91p","SP7: HU-PO0323 Notificación de despliegue a QA","2","COMPLETADO","45086","45099","0.97","","0.33","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cgv96j","SP8: HU-PM0323 - Revisión 2 de QA","2","COMPLETADO","45089","45090","1.24","","6","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cgv9h0","SP8: HU-PA0123: Análisis","1","COMPLETADO","45086","45099","1.36","8h 30m","8.5","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cgva4h","SP8: HU-PA0123: Realizar merge y hacer despliegue de frontend.","2","COMPLETADO","45086","45099","1.79","4h","17.67","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cgva4t","SP8: HU-PA0123: Despliegue de backend","1","COMPLETADO","45086","45099","1.49","","11.25","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cgva58","SP8: HU-PA0123: Notificación de Despliegue a QA","1","COMPLETADO","45086","45099","0.97","","0.33","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cgva7u","SP8: HU-PO0323 Implementación backend","1","COMPLETADO","45086","45099","1.01","","1.25","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865chkw8p","HU PM-1023  Implementacion backend","1","COMPLETADO","45090","45090","1.19","","5","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865chtdeq","BP-TDC: Pruebas de QA en producción","1","COMPLETADO","45090","45090","1","1h","1","2023","2-23","6","Gestión de Pase a Producción"
"865cj1ww9","SP8: HU-PM0323. Ajuste a raíz de revisión","1","COMPLETADO","","","1.05","4h","2","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cj1xc8","SP8: HU-PM1023. Generación de build para DEV","1","COMPLETADO","","","0.98","","0.5","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865cj2m5e","SP8: HU-PM0323 Revisión 3 de QA","1","COMPLETADO","45092","45097","1.05","","2","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865ckdrwq","SP9: HU-PA0123. Ajuste en frontend","1","COMPLETADO","45105","45119","1.35","","8.33","2023","2-23","6","Sprint 9: 28/06 al 12/07"
"865ckdrw9","SP8: HU-PO0323 Frontend -Despliegue ambiente QA","1","COMPLETADO","45105","45119","0.96","1h","0.06","2023","2-23","6","Sprint 9: 28/06 al 12/07"
"865ckdrww","SP9: HU-PA0123: Ejecución de pruebas C1","1","COMPLETADO","45105","45119","1.52","12h","12","2023","2-23","6","Sprint 9: 28/06 al 12/07"
"865ckdrx2","SP9: HU-PA0123: Ejecución de pruebas C2","1","COMPLETADO","45105","45119","1.29","7h","7","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865ckdrx5","SP9: HU-PA0123: Ejecución de pruebas C3","1","COMPLETADO","45105","45119","1.19","5h","5","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865ckdrwa","SP9: HU-PA0123: Notificación de despliegue a QA - C1","1","COMPLETADO","45105","45119","0.97","","0.33","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865ckdthg","SP8: HU-PA1023 - Certificación con PO","2","COMPLETADO","45100","45100","1","1h","1","2023","2-23","6","Sprint 8: 09/06 al 22/06"
"865ckqdtt","PWA - E2. HISTORIAL DE CONSULTAS. Despliegue Correcciones C1","1","COMPLETADO","45114","45114","1.01","","1.27","2023","3-23","7","Gestión de Desarrollo"
"865cmuvmn","SP9: HU-PM1023 / Ajuste en frontend","3","COMPLETADO","45105","45119","1.14","12h","3.9","2023","2-23","6","Sprint 9: 28/06 al 12/07"
"865cmuwcx","SP9: HU-PA0123 Ejecución de pruebas C1 - Portal Organizaciones","2","COMPLETADO","45105","45119","1.33","8h","8","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865cmuwd4","SP9: HU-PA0123 Ejecución de pruebas C2 - Portal Organizaciones","1","COMPLETADO","45105","45119","1.29","7h","7","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865cmuwr3","SP9: HU-PM1023 Análisis y diseño de casos de pruebas","1","COMPLETADO","45110","45111","1.38","","9","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865cmuwwc","SP9: HU-PM1023 Ejecución de pruebas C1","2","COMPLETADO","45111","45114","1.57","","13","2023","3-23","7","Sprint 9: 28/06 al 12/07"
"865cmv0yv","SP8: HU-PA0123 Diseño de casos de pruebas","1","COMPLETADO","45105","45119","1.52","12h","12","2023","2-23","6","Sprint 9: 28/06 al 12/07"
"865cpmrfy","SP9: HU-PA0123 Ajuste en backend","1","COMPLETADO","45105","45119","1","","1","2023","3-22","7","Sprint 9: 28/06 al 12/07"
"865cpwk89","SD Entregable 4 - Lista de planes Web","1","COMPLETADO","45118","45128","1.71","16h","16","2023","3-23","7","Gestión de Producto"
"865cq7w59","SD Entregable 4 - Botones de pago Web","1","COMPLETADO","45118","45135","2.1","24h","24","2023","3-23","7","Gestión de Producto"
"865cq7w7z","SD Entregable 4 - Botones de pago Mobile","1","COMPLETADO","45118","45135","1.71","16h","16","2023","3-23","7","Gestión de Producto"
"865cqwbfm","SP10: HU-PA0123: Preparación de data para certificación","1","COMPLETADO","45120","45134","1.05","2h","2","2023","3-23","7","Sprint 10: 13/07 al 27/07"
"865cqwbg0","SP10: HU-PA0123: Certificación con PO","1","COMPLETADO","45120","45134","1","1h","1","2023","3-23","7","Sprint 10: 13/07 al 27/07"
"865cqwbfh","SP10: HU-PM1023 Ejecución de pruebas C2","3","COMPLETADO","45124","45134","1.57","","13","2023","3-23","7","Sprint 10: 13/07 al 27/07"
"865cqwbff","SP10: HU-PM1023 Ejecución de pruebas C3","1","COMPLETADO","45133","45138","1.58","","13.15","2023","3-23","7","Sprint 10: 13/07 al 27/07"
"865cqwbf1","SP10: HU-PM1023 Preparación de data para certificación","1","COMPLETADO","45120","45134","1.14","","4","2023","3-23","7","Sprint 10: 13/07 al 27/07"
"865cqwbfv","SP10: HU-PM1023 Certificación con PO","1","COMPLETADO","45142","45142","1","","1","2023","3-23","7","Sprint 10: 13/07 al 27/07"
"865cqwbkq","SP10: HU-PO0323 Análisis y diseño de casos de pruebas","1","COMPLETADO","45120","45134","1.19","5h","5","2023","3-23","7","Sprint 10: 13/07 al 27/07"
